MasterID,OldCaseID,CaseID,AttackID,Status,AttackDate,AttackYear,AttackMonth,AttackQuarter,DayOfWeek,Database,Campaign,Country,Province,District,City,Latitude,Longitude,Suicide,ModeGroup,Claimed,ClaimGroup,ClaimGrouping,ctAimPoints,TT1,TT2,TT3,TT4,tgtDisp,tgtMobile,AttackType,AttackType2,ComplexAttack,LeaderRank,LeaderKilled,CivKilledHi,PolKilledHi,SecKilledHi,KilledHi,Suspected,SuspectGroup,SuspectGrouping,Denied,DeniedGroup,DeniedGrouping,Summary,LastUpdate,attribGrouping,attribProbability,attribConfidence,attribBasis,AttribTable,tgtDisp2,CaseAttacks,CaseAttacks_Criteria,CoinPhase,SecGrouping,CivGrouping,DecapLogic,Decap,DecapGrouping,PolGrouping,AreaEthnicity,InEthnGroup,InEthnGroupPct,Control_Incum,Control_Ins,HomeTerr_Ins,Source,tgtGrouping,SuicideText,CaseText,tgtGrouping2,CoinPhaseName,ControlGrouping,Control_Iraq,Ethnicity_Bagh
138,1806,AF-W-05847,201008838,Unverified,5/3/2010 0:00,2010,5,2,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individual,Unspecified,0,Kidnapping/Killing,Kidnapping,,NA,NA,1,0,0,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 3 May 2010, in Emam Saheb, Kondoz, Afghanistan, assailants kidnapped three civilians, then fired upon and killed one of the victims.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
139,1807,AF-W-06202,201010090,Unverified,6/7/2010 0:00,2010,6,2,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Tribal,Afghan,Troops,Vehicle,1,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 7 June 2010, in Allah Birdi, Emam Saheb, Kondoz, Afghanistan, armed assailants fired on a tribal militia's vehicle, killing the leader and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Vehicle,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
140,1808,AF-W-06621,201011444,Unverified,7/10/2010 0:00,2010,7,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,9,9,0,NA,NA,0,NA,NA,"On 10 July 2010, in Satar Peray, Emam Saheb, Kondoz, Afghanistan, assailants attacked a Border Police checkpoint by unknown means, damaging the checkpoint.  The assailants then poisoned and killed nine officers and set the checkpoint on fire.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
141,1809,AF-W-06816,201012193,Unverified,7/28/2010 0:00,2010,7,3,4,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 28 July 2010, at 10:00 AM, in Barzagi village, Emam Saheb, Kondoz, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a police vehicle, injuring six police officers, destroying the vehicle, and damaging a bridge.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
142,1810,AF-W-06810,201012485,Unverified,7/27/2010 0:00,2010,7,3,3,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 27 July 2010, in Emam Saheb, Kondoz, Afghanistan, armed assailants fired upon and killed a former Taliban member.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
143,1811,AF-W-06922,201012618,Unverified,8/7/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,6,6,0,NA,NA,0,NA,NA,"On 7 August 2010, in the night, in Ismail Qashlaq, Emam Saheb, Kondoz, Afghanistan, armed assailants fired on and killed six tribal militia members.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
144,1812,AF-W-06966,201013093,Unverified,8/12/2010 0:00,2010,8,3,5,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Civilian,Religious,Afghan,Leader,Unspecified,0,Armed Assault,DF,,Imam,,1,0,0,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 12 August 2010, in the morning, in Emam Saheb, Kondoz, Afghanistan, assailants killed one prayer leader and wounded two civilians by unknown means.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
145,1813,AF-W-07034,201013578,Unverified,8/21/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 21 August 2010, in the afternoon, in Emam Saheb, Kondoz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, wounding three civilians and one police officer and destroying the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
146,1814,AF-W-07300,201013904,Unverified,9/9/2010 0:00,2010,9,3,5,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,8,8,0,NA,NA,0,NA,NA,"On 9 September 2010, at about 4:00 AM, in Emam Saheb, Kondoz, Afghanistan, armed assailants fired on a police post, killing eight police officers, injuring one other, and damaging the post.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
147,1815,AF-W-07535,201014739,Unverified,9/27/2010 0:00,2010,9,3,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 27 September 2010, in the night, in Kol Damen, Emam Saheb, Kondoz, Afghanistan, assailants attacked a tribal militia patrol by unknown means, injuring one militia member.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
148,1816,AF-W-07559,201015290,Unverified,10/3/2010 0:00,2010,10,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Leader,Unspecified,0,Kidnapping/Killing,Kidnapping,,,,0,1,0,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 3 October 2010, in Emam Saheb, Kondoz, Afghanistan, armed assailants kidnapped a tribal elder.  On 5 October 2010, in the same area, assailants killed the victim by unknown means.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
149,1817,AF-W-07688,201015449,Unverified,10/16/2010 0:00,2010,10,4,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 16 October 2010, in Emam Saheb, Kondoz, Afghanistan, armed assailants fired on a tribal militia patrol, prompting retaliatory fire.  In the ensuing crossfire, bullets hit a populated area, killing one civilian.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
150,1818,AF-W-07917,201016263,Unverified,11/9/2010 0:00,2010,11,4,3,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,4,4,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 9 November 2010, at about 3:00 AM, in Eshantop, Emam Saheb, Kondoz, Afghanistan, assailants attacked a tribal militia patrol by unknown means, killing four members.  No group claimed responsibility, although it was widely believed the Taliban was responsible.\n",,Afghan Taliban,-9999,,Suspected,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
151,1819,AF-W-07941,201016737,Unverified,11/13/2010 0:00,2010,11,4,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,0,Unknown Group,NA,1,Security,Tribal,Afghan,Troops,Market,0,VBIED,VBIED,,NA,NA,6,0,2,8,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 13 November 2010, in the morning, in Emam Saheb, Kondoz, Afghanistan, assailants detonated a vehicle-borne improvised explosive device (VBIED) targeting the main bazaar, killing six civilians and two tribal militia members, wounding 16 civilians, and damaging several shops.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Market,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
152,1820,AF-W-07998,201017093,Unverified,11/22/2010 0:00,2010,11,4,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Tribal,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,2,2,0,NA,NA,0,NA,NA,"On 22 November 2010, in the afternoon, in Emam Saheb, Kondoz, Afghanistan, assailants fired on a village, killing two tribal militiamen, wounding five tribal militiamen and four civilians, and damaging several homes.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Home,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
153,1798,AF-W-04799,200912221,Unverified,10/7/2009 0:00,2009,10,4,4,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Civilian,Infrastructure,Afghan,Facility/Building,Civilian Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 October 2009, in Emam Saheb, Kondoz, Afghanistan, assailants attacked a mobile phone facility by unknown means, damaging the mobile phone facility but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Infrastructure,No,Yes,Government,The Surge,NA,,
154,1799,AF-W-05427,201006289,Unverified,2/22/2010 0:00,2010,2,1,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,0,Unknown Group,NA,1,Unknown,Unknown,Unspecified,Unknown,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 February 2010, in Emam Saheb, Kondoz, Afghanistan, an improvised explosive device (IED) exploded as it was being planted but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,0,Target unknown,3,NA,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Unable to Determine,No,Yes,NA,The Surge,NA,,
155,1800,AF-W-05371,201006409,Unverified,2/7/2010 0:00,2010,2,1,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 February 2010, in Emam Saheb, Kondoz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a civilian vehicle, wounding seven civilians and damaging the vehicle.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
156,1801,AF-W-05596,201007397,Unverified,3/22/2010 0:00,2010,3,1,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 22 March 2010, at 3:00 AM, in Emam Saheb, Kondoz, Afghanistan, assailants fired on a police checkpoint, wounding one police officer and damaging the checkpoint.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
157,1802,AF-W-05595,201007443,Unverified,3/22/2010 0:00,2010,3,1,2,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Political,NGO,Foreign,Individuals,Unspecified,0,Kidnapping/Released,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 March 2010, near Emam Saheb, Kondoz, Afghanistan, assailants kidnapped an employee of a non-governmental organization (NGO).  On or about 24 March 2010, the assailants released the victim.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,NA,NA,No,NA,NGO,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,NGOs,No,Yes,Government,The Surge,NA,,
158,1803,AF-W-05659,201007851,Unverified,4/4/2010 0:00,2010,4,2,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Leader,Vehicle,1,Armed Assault,DF,,Police Chief,,0,0,1,1,0,NA,NA,0,NA,NA,"On 4 April 2010, in Emam Saheb, Kondoz, Afghanistan, assailants attacked the vehicle of the district police chief by unknown means, killing the police chief and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Vehicle,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
159,4493,AF-W-05176,200912358,Unverified,12/23/2009 0:00,2009,12,4,4,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Security,Supply,Nato,Convoy,Convoy,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 23 December 2009, in Talwka, near Kunduz, Kunduz, Afghanistan, assailants hijacked two vehicles carrying supplies to military forces.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
160,4494,AF-W-03465,200912406,Unverified,1/25/2009 0:00,2009,1,1,1,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 25 January 2009, in Kunduz, Kunduz, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
161,4495,AF-W-03468,200912407,Unverified,1/26/2009 0:00,2009,1,1,2,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 26 January 2009, in Kunduz, Kunduz, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
162,4496,AF-W-03511,200912447,Unverified,2/7/2009 0:00,2009,2,1,7,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 February 2009, in Kunduz, Kunduz, Afghanistan, assailants threw acid on a teacher, wounding the teacher.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
163,4497,AF-C-03131,-1214492739,Completed,9/23/2008 0:00,2008,9,3,3,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Nato,Convoy,Convoy,1,VBIED,SVBIED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"9/23/2008: In Kunduz, Kondoz Province, Afghanistan, 1 attacker attacked German International Security Assistance Force (ISAF ) Convoy in a suicide attack with a Car bomb, killing no one and wounding no one.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,Hearts and Minds,NA,,
164,4498,AF-C-06511,-2089067064,Completed,7/2/2010 0:00,2010,7,3,6,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Private Security,Nato,Facility/Building,Government Facility,0,VBIED,SVBIED,,NA,NA,0,0,5,5,0,NA,NA,0,NA,NA,"7/2/2010: In Kunduz, Kondoz Province, Afghanistan, 6 attackers attacked Development Alternatives Inc. Offices in a suicide attack with a Car bomb, killing 5 persons (0 civilian, 0 political, and 5 security) and wounding 27 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,The Surge,NA,,
165,4499,AF-C-03258,-1550556428,Completed,11/5/2008 0:00,2008,11,4,4,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,IED,PBIED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"11/5/2008: In Kunduz, Kondoz Province, Afghanistan at Malarghai village, 1 attacker attacked Afghani Police in a suicide attack with a Belt bomb, killing no one and wounding no one.  No group claimed responsibility.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,Yes,Yes,Government,Hearts and Minds,NA,,
166,4500,AF-C-03047,-708212604,Completed,9/1/2008 0:00,2008,9,3,2,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Nato,Convoy,Convoy,1,VBIED,SVBIED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"9/1/2008: In Kunduz, Kondoz Province, Afghanistan at Pol-e Alchin area, 1 attacker attacked German Military Convoy in a suicide attack with a Car bomb, killing no one and wounding no one.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,Hearts and Minds,NA,,
167,4501,AF-C-06829,-612554218,Completed,7/31/2010 0:00,2010,7,3,7,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Tribal,Afghan,Leader,Unspecified,0,IED,PBIED,,,,2,0,2,4,0,NA,NA,0,NA,NA,"7/31/2010: In Kunduz, Kondoz Province, Afghanistan at Spinzar Chaman area, 1 attacker attacked Selab, Tribal Militia Leader in a suicide attack with an unspecified weapon , killing 4 persons (2 civilian, 0 political, and 2 security) and wounding 25 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Local Militias,Yes,Yes,Kindred,The Surge,NA,,
168,4502,AF-C-07228,-364026449,Completed,9/4/2010 0:00,2010,9,3,7,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,VBIED,SVBIED,,NA,NA,3,0,4,7,0,NA,NA,0,NA,NA,"9/4/2010: In Kunduz, Kondoz Province, Afghanistan at Huz area, 1 attacker attacked Afghani Police Patrol in a suicide attack with a Motorcycle bomb, killing 7 persons (3 civilian, 0 political, and 4 security) and wounding 4 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,Yes,Yes,Government,The Surge,NA,,
