MasterID,OldCaseID,CaseID,AttackID,Status,AttackDate,AttackYear,AttackMonth,AttackQuarter,DayOfWeek,Database,Campaign,Country,Province,District,City,Latitude,Longitude,Suicide,ModeGroup,Claimed,ClaimGroup,ClaimGrouping,ctAimPoints,TT1,TT2,TT3,TT4,tgtDisp,tgtMobile,AttackType,AttackType2,ComplexAttack,LeaderRank,LeaderKilled,CivKilledHi,PolKilledHi,SecKilledHi,KilledHi,Suspected,SuspectGroup,SuspectGrouping,Denied,DeniedGroup,DeniedGrouping,Summary,LastUpdate,attribGrouping,attribProbability,attribConfidence,attribBasis,AttribTable,tgtDisp2,CaseAttacks,CaseAttacks_Criteria,CoinPhase,SecGrouping,CivGrouping,DecapLogic,Decap,DecapGrouping,PolGrouping,AreaEthnicity,InEthnGroup,InEthnGroupPct,Control_Incum,Control_Ins,HomeTerr_Ins,Source,tgtGrouping,SuicideText,CaseText,tgtGrouping2,CoinPhaseName,ControlGrouping,Control_Iraq,Ethnicity_Bagh
462,1491,AF-W-06717,201012374,Unverified,7/22/2010 0:00,2010,7,3,5,WITS,Afghanistan,Afghanistan,Jawzjan,Darzab,Darzab,36,65.37,0,Other,0,Unknown Group,NA,1,Political,NGO,Foreign,Individuals,Unspecified,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 July 2010, in Darzab, Jowzjan, Afghanistan, assailants kidnapped five non-governmental organization (NGO) workers.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,NA,NA,No,NA,NGO,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,NGOs,No,Yes,Government,The Surge,NA,,
463,1492,AF-W-07035,201013627,Unverified,8/21/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Jawzjan,Darzab,Darzab,36,65.37,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,4,4,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 21 August 2010, in Darzab, Jowzjan, Afghanistan, assailants fired on a group of police officers, killing four police officers and wounding seven others.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
464,4366,AF-C-07869,1335463015,Completed,11/5/2010 0:00,2010,11,4,6,CPOST,Afghanistan,Afghanistan,Faryab,Bilchiragh,Koolian,35.89,65.4,1,Suicide Bombing,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Unspecified,0,IED,PBIED,,Provincial Council Member,,10,0,0,10,0,NA,NA,0,NA,NA,"11/5/2010: In Khwajah Sabz Posh, Faryab Province, Afghanistan at Khoja Sabz Posh Bazaar, 1 attacker attacked Faryab Provincial Council Head Mullah Rahmatullah Turkistani in a suicide attack with a Belt bomb, killing 10 persons (10 civilian, 0 political, and 0 security) and wounding 30 persons.  No group claimed responsibility.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Attributed,NA,Market,1,NA,3,NA,NA,NA,No,NA,Provincial,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,National Political,Yes,Yes,Government,The Surge,NA,,
465,2857,AF-W-08108,201017959,Unverified,12/7/2010 0:00,2010,12,4,3,WITS,Afghanistan,Afghanistan,Sari Pul,Sayyad,Ingishkah,36.2,65.87,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 December 2010, in Ingishkah, Sar-e Pul, Afghanistan, assailants attacked police officers at two police checkpoints by unknown means, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.07,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
466,1011,AF-W-00232,200567204,Unverified,5/17/2005 0:00,2005,5,2,3,WITS,Afghanistan,Afghanistan,Sari Pul,Sari Pul,Boghari,36.17,66.09,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 17 May 2005, in Boghari, Sar-e Pol, Afghanistan, an improvised explosive device (IED) exploded, wounding four children and one woman.  The blast occurred as one of the victims picked up the device.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,1,NA,1,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.1,-9999,-9999,0,,Government Civilians,No,Yes,Government,Search & Destroy,NA,,
467,1012,AF-W-04915,200910237,Unverified,11/2/2009 0:00,2009,11,4,2,WITS,Afghanistan,Afghanistan,Sari Pul,Sari Pul,Boghari,36.17,66.09,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 2 November 2009, in the morning, in Boghari, Sar-e Pol, Afghanistan, assailants kidnapped two police officers.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.1,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
468,1265,AF-W-01223,200699477,Unverified,11/16/2006 0:00,2006,11,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Charkhab,36.7,68.9,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individual,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On or about 16 November 2006, in Charkhab, Kondoz, Afghanistan, assailants beheaded a civilian.  On 22 November 2007, authorities recovered the victim's body.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,Hearts and Minds,NA,,
469,2651,AF-W-06918,201013170,Unverified,8/7/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Sari Pul,Gosfandi,Gosfandi,36.09,66.51,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 August 2010, in Gosfandi, Sar-e Pol, Afghanistan, assailants fired two rocket propelled grenades (RPG) at the district headquarters, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Local,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Political,No,Yes,Government,The Surge,NA,,
470,423,AF-W-06090,201009558,Unverified,5/30/2010 0:00,2010,5,2,1,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 30 May 2010, at 7:00 AM, in Ashk, Aqchah, Jowzjan, Afghanistan, assailants attacked a police vehicle by unknown means, injuring two police officers and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
471,1608,AF-W-03400,200812810,Unverified,12/30/2008 0:00,2008,12,4,3,WITS,Afghanistan,Afghanistan,Balkh,Dihdadi,Dehdadi,36.64,67.01,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Roadside IED,IED,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 30 December 2008, in Dehdadi, Balkh, Afghanistan, a landmine exploded when it was struck, killing a civilian.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,1,NA,2,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,Hearts and Minds,NA,,
472,1609,AF-W-04718,200909193,Unverified,9/25/2009 0:00,2009,9,3,6,WITS,Afghanistan,Afghanistan,Balkh,Dihdadi,Dehdadi,36.64,67.01,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,2,0,0,2,0,NA,NA,0,NA,NA,"On 25 September 2009, in the evening, in Dehdadi, Balkh, Afghanistan, assailants fired upon and killed two civilians.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
473,1610,AF-W-04707,200909250,Unverified,9/22/2009 0:00,2009,9,3,3,WITS,Afghanistan,Afghanistan,Balkh,Dihdadi,Dehdadi,36.64,67.01,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 22 September 2009, in the evening, in Dehdadi, Balkh, Afghanistan, assailants killed one civilian by unknown means.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
474,1049,AF-W-01608,200705442,Unverified,5/13/2007 0:00,2007,5,2,1,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 13 May 2007, at night, in Chahar Darreh, Kondoz, Afghanistan, armed assailants fired on a police patrol, injuring two officers.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
475,1050,AF-W-01615,200705453,Unverified,5/15/2007 0:00,2007,5,2,3,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individual,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On or about 15 May 2007, in Chahar Darreh, Kondoz, Afghanistan, assailants abducted and later beheaded a child.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,NA,UTD,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Unable to Determine,No,Yes,NA,Hearts and Minds,NA,,
476,1051,AF-W-02911,200807806,Unverified,7/27/2008 0:00,2008,7,3,1,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 27 July 2008, in Chahar Darreh, Kondoz, Afghanistan, armed assailants set fire to a primary school, destroying the school but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,UTD,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Unable to Determine,No,Yes,NA,Hearts and Minds,NA,,
477,1052,AF-W-03186,200810478,Unverified,10/12/2008 0:00,2008,10,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 12 October 2008, in the evening, in Chahar Darreh, Kondoz, Afghanistan, a landmine exploded when it was struck by a police patrol, injuring three police officers and one intelligence officer, and damaging the vehicle.  The Taliban claimed responsibility.",9/11/2013,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
478,1053,AF-W-03212,200810593,Unverified,10/19/2008 0:00,2008,10,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Non-suicide Bombing,0,Unknown Group,NA,1,Security,Police,Afghan,Leader,Vehicle,1,Roadside IED,IED,,Police Chief,,0,0,0,0,0,NA,NA,0,NA,NA,"On 19 October 2008, at about 10:30 PM, near Chahar Darreh, Kondoz, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED) targeting the vehicle of the district police chief, causing no damage to the vehicle but no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
479,1081,AF-W-06013,201009646,Unverified,5/22/2010 0:00,2010,5,2,7,WITS,Afghanistan,Afghanistan,Balkh,Chahar Kint,Chahar Kent,36.5,67.32,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On or about 22 May 2010, in Chahar Kent, Balkh, Afghanistan, assailants attacked and killed a civilian by unknown means.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
480,413,AF-W-03453,200912409,Unverified,1/22/2009 0:00,2009,1,1,5,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Non-suicide Bombing,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 22 January 2009, in Aqchah, Jowzjan, Afghanistan, assailants detonated an improvised explosive device (IED), damaging a bridge but causing no injuries.  The assailants then fired on a police patrol but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
481,414,AF-W-02481,200802918,Unverified,3/22/2008 0:00,2008,3,1,7,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,1,Taliban (IEA),Afghan Taliban,1,Political,Domestic,Afghan,Leader,Vehicle,1,Armed Assault,DF,,Government Official,,0,1,0,1,0,NA,NA,0,NA,NA,"On 22 March 2008, at about 8:30 AM, near Aqchah, Jowzjan, Afghanistan, assailants fired upon a government official, killing him and damaging his vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Vehicle,1,NA,2,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,1,-9999,-9999,1,,National Political,No,Yes,Government,Hearts and Minds,NA,,
482,415,AF-W-03625,200902228,Unverified,3/9/2009 0:00,2009,3,1,2,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Political,Domestic,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 9 March 2009, in Jungal Ariq, near Aqchah, Jowzjan, Afghanistan, assailants detonated an improvised explosive device (IED), damaging a government vehicle and a highway bridge but causing no injuries.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,1,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
483,416,AF-W-04129,200905773,Unverified,6/23/2009 0:00,2009,6,2,3,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Non-suicide Bombing,0,Unknown Group,NA,1,Political,NGO,Foreign,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,0,3,0,3,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 23 June 2009, at about 7:00 AM, in Aqchah, Jowzjan, Afghanistan, assailants detonated an improvised explosive device (IED) on a vehicle transporting humanitarian workers, killing three workers and destroying the vehicle.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Vehicle,1,NA,3,NA,NA,NA,No,NA,NGO,Pashtun,Pashtuns,1,-9999,-9999,1,,NGOs,No,Yes,Government,The Surge,NA,,
484,417,AF-W-04346,200906760,Unverified,7/30/2009 0:00,2009,7,3,5,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,4,0,0,4,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 30 July 2009, at 8:00 PM, in Bish Ara village, Aqchah, Jowzjan, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle, killing four civilians, injuring two others, and damaging the vehicle.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Unspecified,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
485,418,AF-W-04827,200909896,Unverified,10/13/2009 0:00,2009,10,4,3,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 13 October 2009, in Aqchah, Jowzjan, Afghanistan, assailants fired upon and killed one police officer.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
486,419,AF-W-04913,200910240,Unverified,11/2/2009 0:00,2009,11,4,2,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,1,Taliban (IEA),Afghan Taliban,1,Civilian,General,Afghan,Individual,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 2 November 2009, in Aqchah, Jowzjan, Afghanistan, assailants fired upon a teacher and his daughter, killing the teacher and wounding his daughter.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
487,420,AF-W-05053,200910911,Unverified,11/29/2009 0:00,2009,11,4,1,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 29 November 2009, in the night, in Aqchah, Jowzjan, Afghanistan, armed assailants fired upon and killed a National Directorate of Security police officer.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
488,421,AF-W-05294,201006030,Unverified,1/22/2010 0:00,2010,1,1,6,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,0,Unknown Group,NA,1,Political,Tribal,Afghan,Leader,Unspecified,0,Armed Assault,DF,,Tribal Leader,No,0,0,1,1,0,NA,NA,0,NA,NA,"On or about 22 January 2010, in Aqchah, Jowzjan, Afghanistan, armed assailants fired upon and killed a tribal leader.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,1,-9999,-9999,1,,Local Political,No,Yes,Kindred,The Surge,Individuals,,
489,422,AF-W-05505,201006746,Unverified,3/8/2010 0:00,2010,3,1,2,WITS,Afghanistan,Afghanistan,Jawzjan,Aqcha,Aqchah,36.89,66.18,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 8 March 2010, in Aqchah, Jowzjan, Afghanistan, armed assailants fired on two civilians, killing one civilian and injuring the other.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
490,1054,AF-W-03350,200812160,Unverified,12/10/2008 0:00,2008,12,4,4,WITS,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 10 December 2008, in the night, near Chahar Darreh, Kondoz, Afghanistan, armed assailants fired on a police checkpost, injuring one officer, one private security guard, kidnapping three police officers and damaging the checkpost.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
491,2743,AF-W-01791,200707973,Unverified,6/30/2007 0:00,2007,6,2,7,WITS,Afghanistan,Afghanistan,Samangan,Hazrati Sultan,Hazrat-e Soltan,36.45,67.9,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 30 June 2007, in the evening, in Yakatoot, Hazrat-e Soltan, Samangan, Afghanistan, assailants set a school on fire, causing unspecified damage but no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,Hearts and Minds,NA,,
492,2744,AF-W-06151,201010643,Unverified,6/7/2010 0:00,2010,6,2,2,WITS,Afghanistan,Afghanistan,Samangan,Hazrati Sultan,Hazrat-e Soltan,36.45,67.9,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 June 2010, in Hazrat-e Soltan, Samangan, Afghanistan, assailants set fire to a school, damaging the school.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
493,2745,AF-W-07434,201014941,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Samangan,Hazrati Sultan,Hazrat-e Soltan,36.45,67.9,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Polling Station,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 18 September 2010, in Hazrat-e Soltan, Samangan, Afghanistan, armed assailants fired on a polling center but caused no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,National,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,National Political,No,Yes,Government,The Surge,NA,,
494,53,AF-W-01227,200697507,Unverified,11/20/2006 0:00,2006,11,4,2,WITS,Afghanistan,Afghanistan,Samangan,Aybak,Aibak,36.25,68.01,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Convoy,1,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 20 November 2006, in the evening, in Aibak, Samangan, Afghanistan, assailants fired upon police officers patrolling Mazar-Aibak Road, killing one officer and wounding two others.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.05,-9999,-9999,0,,Police,No,Yes,Government,Hearts and Minds,NA,,
495,54,AF-W-01645,200706284,Unverified,5/23/2007 0:00,2007,5,2,4,WITS,Afghanistan,Afghanistan,Samangan,Aybak,Aibak,36.25,68.01,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Vehicle,1,Armed Assault,DF,,Member of Parliament,No,1,0,1,2,0,NA,NA,0,NA,NA,"On 23 May 2007, in the evening, in Aibak, Samangan, Afghanistan, armed assailants targeting a Member of Parliament (MP) fired on a vehicle, killing one civilian and one bodyguard and causing unspecified damage to the vehicle.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,2,NA,NA,Government Leadership,Yes,Legislators,National,Non-Pashtun,Pashtuns,0.05,-9999,-9999,0,,National Political,No,Yes,Government,Hearts and Minds,NA,,
496,58,AF-W-06828,201012163,Unverified,7/30/2010 0:00,2010,7,3,6,WITS,Afghanistan,Afghanistan,Samangan,Aybak,Aibak,36.25,68.01,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,Transportation,Afghan,Bridge,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 30 July 2010, in Gul Qishlaq, Aibak, Samangan, Afghanistan, on the Dara-i-Sauf-Aibak Highway, an improvised explosive device (IED) exploded when it was being planted under a bridge but caused no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Civilian Facility,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.05,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
